0,1,2,3,4,5,6
amplified recent warming,related to,sea ice albedo feedback,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
geologic records,study,behavior of sea ice–climate interactions,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
global climate,evolve from,warm with only small Northern Hemisphere glaciers,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
global climate,evolve to,cold with major Northern Hemisphere glaciations,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
major Northern Hemisphere glaciations,occur,every 100–40 k.y.,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
ultimate reasons for major transition,are,unknown,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
Milankovitch- and millennial-scale climate oscillations,occur,over the last hundreds of thousands of years,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
mechanisms of global propagation,are,not understood,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
possible mechanisms,involve,intermediate water ventilation,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
data,prevent,evaluation of the role of North Pacific processes,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
North Pacific Intermediate Water (NPIW),influenced by,dense water forming in the Bering Sea,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
sea ice,have,potential far-field impacts,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
Bering Sea,may be,critically involved in causing major climate changes,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
drilling in the Bering Sea,help,answer questions about global extent of climate trends and oscillations,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
Bering Sea,have,important sedimentary records of past climate change,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
Integrated Ocean Drilling Program (IODP) Expedition 323,dedicated to,examining subseafloor biomass and microbial processes,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
Integrated Ocean Drilling Program (IODP) Expedition 323,focus on,high-productivity regions,Abstract,The major objectives of Expedition 323 in the Bering Sea are,1,Expedition 323 Preliminary Report
Expedition 323,aims to,elucidate a detailed evolutionary history of climate and surface ocean conditions since the earliest Pliocene in the Bering Sea,Abstract,"1. To elucidate a detailed evolutionary history of climate and surface ocean conditions since the earliest Pliocene in the Bering Sea, where amplified high-resolution changes of climatic signals are recorded;",2,Expedition 323 Preliminary Report
Expedition 323,drilled,5741 m of sediment,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
Expedition 323,recovered,97.4% of sediment,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
Expedition 323,drilled at,seven sites,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
seven sites,cover,three different areas,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
Umnak Plateau,proximal to,modern Alaskan Stream entry,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
Bowers Ridge,proximal to,glacial Alaskan Stream entry,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
Bering Sea shelf region,proximal to,modern sea ice extent,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
four deep holes,ranged in depth,600 to 745 m below seafloor,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
four deep holes,span,1.9 to 5 Ma in age,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
Expedition 323,water depths,ranged from 818 to 3174 m,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to the modern Alaskan Stream entry; Bowers Ridge, proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes were drilled that ranged in depth from 600 to 745 m below seafloor, span­ ning 1.9 to 5 Ma in age. The water depths ranged from 818 to 3174 m in order to char­ acterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 Preliminary Report
surface water mass distribution,evolved during,past 5 m.y.,Abstract,"1. An understanding of the long-term evolution of surface water mass distribution during the past 5 m.y., including the expansion of seasonal sea ice to Bowers Ridge between 3.0 and 2.5 Ma and the intensification of seasonal sea ice at both Bowers Ridge and the Bering slope at \~1.0 Ma, the mid-Pleistocene Transition. 2. The characterization of intermediate and deep water masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea throughout the last 5 m.y. 3. The terrigenous and biogenic sedimentary history of the Bering Sea, including evidence for strong climatological and sea level control of siliciclastic deposition at all sites. Records of lithostratigraphic variations indicate that Bering Sea environmental conditions were strongly linked to global climate change; this is apparent both in long-term million year trends and in the orbital, millennial, and shorter oscillations within the lithostratigraphic records generated at sea.",2,Expedition 323 Preliminary Report
seasonal sea ice,expanded to,Bowers Ridge between 3.0 and 2.5 Ma,Abstract,"1. An understanding of the long-term evolution of surface water mass distribution during the past 5 m.y., including the expansion of seasonal sea ice to Bowers Ridge between 3.0 and 2.5 Ma and the intensification of seasonal sea ice at both Bowers Ridge and the Bering slope at \~1.0 Ma, the mid-Pleistocene Transition. 2. The characterization of intermediate and deep water masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea throughout the last 5 m.y. 3. The terrigenous and biogenic sedimentary history of the Bering Sea, including evidence for strong climatological and sea level control of siliciclastic deposition at all sites. Records of lithostratigraphic variations indicate that Bering Sea environmental conditions were strongly linked to global climate change; this is apparent both in long-term million year trends and in the orbital, millennial, and shorter oscillations within the lithostratigraphic records generated at sea.",2,Expedition 323 Preliminary Report
seasonal sea ice,intensified at,Bowers Ridge and Bering slope at ~1.0 Ma,Abstract,"1. An understanding of the long-term evolution of surface water mass distribution during the past 5 m.y., including the expansion of seasonal sea ice to Bowers Ridge between 3.0 and 2.5 Ma and the intensification of seasonal sea ice at both Bowers Ridge and the Bering slope at \~1.0 Ma, the mid-Pleistocene Transition. 2. The characterization of intermediate and deep water masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea throughout the last 5 m.y. 3. The terrigenous and biogenic sedimentary history of the Bering Sea, including evidence for strong climatological and sea level control of siliciclastic deposition at all sites. Records of lithostratigraphic variations indicate that Bering Sea environmental conditions were strongly linked to global climate change; this is apparent both in long-term million year trends and in the orbital, millennial, and shorter oscillations within the lithostratigraphic records generated at sea.",2,Expedition 323 Preliminary Report
intermediate and deep water masses,characterized by,benthic foraminifers and sediment laminations,Abstract,"1. An understanding of the long-term evolution of surface water mass distribution during the past 5 m.y., including the expansion of seasonal sea ice to Bowers Ridge between 3.0 and 2.5 Ma and the intensification of seasonal sea ice at both Bowers Ridge and the Bering slope at \~1.0 Ma, the mid-Pleistocene Transition. 2. The characterization of intermediate and deep water masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea throughout the last 5 m.y. 3. The terrigenous and biogenic sedimentary history of the Bering Sea, including evidence for strong climatological and sea level control of siliciclastic deposition at all sites. Records of lithostratigraphic variations indicate that Bering Sea environmental conditions were strongly linked to global climate change; this is apparent both in long-term million year trends and in the orbital, millennial, and shorter oscillations within the lithostratigraphic records generated at sea.",2,Expedition 323 Preliminary Report
