0,1,2,3,4,5,6
PEAT program,recovers,"unique sedimentary biogenic sediment archive for time periods just after the Paleocene/Eocene boundary event, the Eocene cooling, the Eocene–Oligocene transition, the one cold pole Oligocene, the Oligocene–Miocene transition, and the middle Miocene cooling",Abstract,"Integrated Ocean Drilling Program Expedition 320/321, Pacific Equatorial Age Transect (Sites U1331–U1338), was designed to recover a continuous Cenozoic re­ cord of the paleoequatorial Pacific by coring above the paleoposition of the Equator at successive crustal ages on the Pacific plate. These sediments record the evolution of the paleoequatorial climate system throughout the Cenozoic. As we gained more in­ formation about the past movement of plates and when in Earth’s history critical climate events took place, it became possible to drill an age transect (flow line) along the position of the paleoequator in the Pacific, targeting important time slices where the sedimentary archive allows us to reconstruct past climatic and tectonic conditions. The Pacific Equatorial Age Transect (PEAT) program cored eight sites from the sediment surface to at or near basement, with basalt aged between 53 and 16 Ma, covering the time period following maximum Cenozoic warmth, through initial ma­ jor glaciations, to today. The PEAT program allows the reconstruction of extreme changes of the calcium carbonate compensation depth (CCD) across major geological boundaries during the last 53 m.y. A very shallow CCD during most of the Paleogene makes it difficult to obtain well-preserved carbonate sediments during these strati­ graphic intervals, but we recovered a unique sedimentary biogenic sediment archive for time periods just after the Paleocene/Eocene boundary event, the Eocene cooling, the Eocene–Oligocene transition, the one cold pole Oligocene, the Oligocene–Mio­ cene transition, and the middle Miocene cooling. Together with older Deep Sea Drill­ ing Project and Ocean Drilling Program drilling in the equatorial Pacific, we can also delineate the position of the paleoequator and variations in sediment thickness from \~150°W to 110°W longitude.",1,Expedition 320 Preliminary Report
Deep Sea Drilling Project and Ocean Drilling Program,delineate,position of the paleoequator and variations in sediment thickness from \~150°W to 110°W longitude,Abstract,"Integrated Ocean Drilling Program Expedition 320/321, Pacific Equatorial Age Transect (Sites U1331–U1338), was designed to recover a continuous Cenozoic re­ cord of the paleoequatorial Pacific by coring above the paleoposition of the Equator at successive crustal ages on the Pacific plate. These sediments record the evolution of the paleoequatorial climate system throughout the Cenozoic. As we gained more in­ formation about the past movement of plates and when in Earth’s history critical climate events took place, it became possible to drill an age transect (flow line) along the position of the paleoequator in the Pacific, targeting important time slices where the sedimentary archive allows us to reconstruct past climatic and tectonic conditions. The Pacific Equatorial Age Transect (PEAT) program cored eight sites from the sediment surface to at or near basement, with basalt aged between 53 and 16 Ma, covering the time period following maximum Cenozoic warmth, through initial ma­ jor glaciations, to today. The PEAT program allows the reconstruction of extreme changes of the calcium carbonate compensation depth (CCD) across major geological boundaries during the last 53 m.y. A very shallow CCD during most of the Paleogene makes it difficult to obtain well-preserved carbonate sediments during these strati­ graphic intervals, but we recovered a unique sedimentary biogenic sediment archive for time periods just after the Paleocene/Eocene boundary event, the Eocene cooling, the Eocene–Oligocene transition, the one cold pole Oligocene, the Oligocene–Mio­ cene transition, and the middle Miocene cooling. Together with older Deep Sea Drill­ ing Project and Ocean Drilling Program drilling in the equatorial Pacific, we can also delineate the position of the paleoequator and variations in sediment thickness from \~150°W to 110°W longitude.",1,Expedition 320 Preliminary Report
Pacific Equatorial Age Transect (PEAT) program,was designed to,achieve an age transect along the paleoequatorial Pacific,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect along the paleoequatorial Pacific spanning early Eocene through mid­ dle Miocene crustal basement ages, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Program (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time slices of interest (Fig. F2) at locations that pro­ vide optimum preservation of calcareous sediments (Figs. F1, F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-preserved sediment section that addresses the following primary scientific objectives:",1,Expedition 320 Preliminary Report
age transect,spans,early Eocene through middle Miocene crustal basement ages,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect along the paleoequatorial Pacific spanning early Eocene through mid­ dle Miocene crustal basement ages, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Program (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time slices of interest (Fig. F2) at locations that pro­ vide optimum preservation of calcareous sediments (Figs. F1, F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-preserved sediment section that addresses the following primary scientific objectives:",1,Expedition 320 Preliminary Report
Paleocene/Eocene and late Miocene to recent intervals,were covered by,previous Ocean Drilling Program (ODP) Legs 138 and 199,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect along the paleoequatorial Pacific spanning early Eocene through mid­ dle Miocene crustal basement ages, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Program (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time slices of interest (Fig. F2) at locations that pro­ vide optimum preservation of calcareous sediments (Figs. F1, F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-preserved sediment section that addresses the following primary scientific objectives:",1,Expedition 320 Preliminary Report
drill sites,target,specific time slices of interest,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect along the paleoequatorial Pacific spanning early Eocene through mid­ dle Miocene crustal basement ages, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Program (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time slices of interest (Fig. F2) at locations that pro­ vide optimum preservation of calcareous sediments (Figs. F1, F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-preserved sediment section that addresses the following primary scientific objectives:",1,Expedition 320 Preliminary Report
locations,provide,optimum preservation of calcareous sediments,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect along the paleoequatorial Pacific spanning early Eocene through mid­ dle Miocene crustal basement ages, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Program (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time slices of interest (Fig. F2) at locations that pro­ vide optimum preservation of calcareous sediments (Figs. F1, F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-preserved sediment section that addresses the following primary scientific objectives:",1,Expedition 320 Preliminary Report
overall aim,was to obtain,a continuous well-preserved sediment section,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect along the paleoequatorial Pacific spanning early Eocene through mid­ dle Miocene crustal basement ages, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Program (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time slices of interest (Fig. F2) at locations that pro­ vide optimum preservation of calcareous sediments (Figs. F1, F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-preserved sediment section that addresses the following primary scientific objectives:",1,Expedition 320 Preliminary Report
calcium carbonate compensation depth (CCD),changes over,Cenozoic in the paleoequatorial Pacific,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
paleoproductivity,evolution of,equatorial Pacific over the Cenozoic,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
astronomical calibration,validation and extension of,geological timescale for the Cenozoic,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
astronomical calibration,using,orbitally forced variations in sediment composition in the equatorial Pacific,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
"bio-, chemo-, and magnetostratigraphy",provision of,fully integrated and astronomically calibrated at the Equator,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
temperature,determination of,sea surface and bottom water,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
nutrient profiles,determination of,equatorial Pacific,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
Pacific plate tectonic motion,constraint of,Cenozoic equatorial region in plate reconstructions,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
tropical sedimentary sections,correlation with,existing seismic stratigraphy,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
model of equatorial circulation and sedimentation,development of,using high level of correlation between tropical sedimentary sections and existing seismic stratigraphy,Scientific objectives,1. To detail the nature and changes of the CCD over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 320 Preliminary Report
biological evolution,occurs during,times of climatic stress,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 320 Preliminary Report
reorganization of water masses,varies with,depth and time,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 320 Preliminary Report
Pacific Equatorial Age Transect (PEAT) program,implies,paleodepth transect,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 320 Preliminary Report
north–south transect,caused by,northward offset of the proposed sites by Pacific plate motion,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 320 Preliminary Report
north–south transect,provides,information about north–south hydrographic and biogeochemical gradients,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 320 Preliminary Report
mid-ocean-ridge basalt (MORB) samples,obtained from,fixed location in the absolute mantle reference frame,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 320 Preliminary Report
basalt samples,erupted in,similar formation-water environments,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 320 Preliminary Report
low-temperature alteration processes,studied through,seawater circulation,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 320 Preliminary Report
Pacific Ocean,is,world’s largest ocean,Introduction,"As the world’s largest ocean, the Pacific Ocean is intricately linked to major changes in the global climate system that took place during the Cenozoic. Throughout the Ce­ nozoic, Pacific plate motion has had a northward component. The Pacific Ocean is unique in that the thick sediment bulge of biogenic-rich deposits from the currently narrow equatorial upwelling zone is slowly moving away from the Equator. Hence, older sections are not deeply buried and can be recovered by drilling. Previous Legs 138 and 199 were remarkably successful in giving us new insights into the workings of the climate and carbon system, productivity changes across the zone of divergence, time-dependent calcium carbonate dissolution, an integrated astronomically age-cal­ ibrated bio- and magnetostratigraphy, the location of the intertropical convergence zone (ITCZ), and evolutionary patterns for times of climatic change and upheaval. To­ gether with older Deep Sea Drilling Project (DSDP) drilling in the eastern equatorial Pacific, both legs also helped delineate the position of the paleoequator and varia­ tions in sediment thickness from \~150°W to 110°W longitude.",,Expedition 320 Preliminary Report
Pacific Ocean,is linked to,major changes in the global climate system during the Cenozoic,Introduction,"As the world’s largest ocean, the Pacific Ocean is intricately linked to major changes in the global climate system that took place during the Cenozoic. Throughout the Ce­ nozoic, Pacific plate motion has had a northward component. The Pacific Ocean is unique in that the thick sediment bulge of biogenic-rich deposits from the currently narrow equatorial upwelling zone is slowly moving away from the Equator. Hence, older sections are not deeply buried and can be recovered by drilling. Previous Legs 138 and 199 were remarkably successful in giving us new insights into the workings of the climate and carbon system, productivity changes across the zone of divergence, time-dependent calcium carbonate dissolution, an integrated astronomically age-cal­ ibrated bio- and magnetostratigraphy, the location of the intertropical convergence zone (ITCZ), and evolutionary patterns for times of climatic change and upheaval. To­ gether with older Deep Sea Drilling Project (DSDP) drilling in the eastern equatorial Pacific, both legs also helped delineate the position of the paleoequator and varia­ tions in sediment thickness from \~150°W to 110°W longitude.",,Expedition 320 Preliminary Report
Pacific plate,has,northward component of motion during the Cenozoic,Introduction,"As the world’s largest ocean, the Pacific Ocean is intricately linked to major changes in the global climate system that took place during the Cenozoic. Throughout the Ce­ nozoic, Pacific plate motion has had a northward component. The Pacific Ocean is unique in that the thick sediment bulge of biogenic-rich deposits from the currently narrow equatorial upwelling zone is slowly moving away from the Equator. Hence, older sections are not deeply buried and can be recovered by drilling. Previous Legs 138 and 199 were remarkably successful in giving us new insights into the workings of the climate and carbon system, productivity changes across the zone of divergence, time-dependent calcium carbonate dissolution, an integrated astronomically age-cal­ ibrated bio- and magnetostratigraphy, the location of the intertropical convergence zone (ITCZ), and evolutionary patterns for times of climatic change and upheaval. To­ gether with older Deep Sea Drilling Project (DSDP) drilling in the eastern equatorial Pacific, both legs also helped delineate the position of the paleoequator and varia­ tions in sediment thickness from \~150°W to 110°W longitude.",,Expedition 320 Preliminary Report
Pacific Ocean,has,thick sediment bulge of biogenic-rich deposits from the equatorial upwelling zone,Introduction,"As the world’s largest ocean, the Pacific Ocean is intricately linked to major changes in the global climate system that took place during the Cenozoic. Throughout the Ce­ nozoic, Pacific plate motion has had a northward component. The Pacific Ocean is unique in that the thick sediment bulge of biogenic-rich deposits from the currently narrow equatorial upwelling zone is slowly moving away from the Equator. Hence, older sections are not deeply buried and can be recovered by drilling. Previous Legs 138 and 199 were remarkably successful in giving us new insights into the workings of the climate and carbon system, productivity changes across the zone of divergence, time-dependent calcium carbonate dissolution, an integrated astronomically age-cal­ ibrated bio- and magnetostratigraphy, the location of the intertropical convergence zone (ITCZ), and evolutionary patterns for times of climatic change and upheaval. To­ gether with older Deep Sea Drilling Project (DSDP) drilling in the eastern equatorial Pacific, both legs also helped delineate the position of the paleoequator and varia­ tions in sediment thickness from \~150°W to 110°W longitude.",,Expedition 320 Preliminary Report
