0,1,2,3,4,5,6
Expedition 321,focused on,the time period roughly from 25 Ma forward,Abstract,"Integrated Ocean Drilling Program Expedition 320/321, Pacific Equatorial Age Transect (Sites U1331–U1338), was designed to recover a continuous Cenozoic re­ cord of the equatorial Pacific by coring above the paleoposition of the equator at suc­ cessive crustal ages on the Pacific plate. These sediments record the evolution of the equatorial climate system throughout the Cenozoic. As we have gained more infor­ mation about the past movement of plates and when in Earth’s history critical cli­ mate events took place, it became possible to drill an age-transect (flow-line) along the position of the paleoequator in the Pacific, targeting important time intervals to reconstruct how the equatorial Pacific was involved in the climate change. The Pacific Equatorial Age Transect (PEAT) program cored eight sites from the sediment surface to basement, with basalt aged between 53 and 18 Ma, covering the time period fol­ lowing maximum Cenozoic warmth, through initial major glaciations, to today. The PEAT program allows the reconstruction of extreme changes of the calcium carbonate compensation depth (CCD) across major geological boundaries during the last 53 m.y. A very shallow CCD during most of the Paleogene makes it difficult to obtain well-preserved carbonate sediments during these stratigraphic intervals, but we recov­ ered a unique sedimentary biogenic sediment archive for time periods just after the Paleocene/Eocene boundary event, the Eocene cooling, the Eocene–Oligocene transi­ tion, the one cold pole Oligocene, the Oligocene–Miocene transition, and the mid­ dle Miocene cooling. Together with older Deep Sea Drilling Project and Ocean Drilling Program drilling in the equatorial Pacific, we can also delineate the position of the paleoequator and variations in sediment thickness from \~150°W to 110°W lon­ gitude. Expedition 321, the second part of the PEAT program, focused on the time pe­ riod roughly from 25 Ma forward. During Expedition 321 two major Neogene equatorial Pacific sediment sections were recovered at Sites U1337 and U1338.",1,Expedition 321 Preliminary Report
Expedition 321,recovered,two major Neogene equatorial Pacific sediment sections at Sites U1337 and U1338,Abstract,"Integrated Ocean Drilling Program Expedition 320/321, Pacific Equatorial Age Transect (Sites U1331–U1338), was designed to recover a continuous Cenozoic re­ cord of the equatorial Pacific by coring above the paleoposition of the equator at suc­ cessive crustal ages on the Pacific plate. These sediments record the evolution of the equatorial climate system throughout the Cenozoic. As we have gained more infor­ mation about the past movement of plates and when in Earth’s history critical cli­ mate events took place, it became possible to drill an age-transect (flow-line) along the position of the paleoequator in the Pacific, targeting important time intervals to reconstruct how the equatorial Pacific was involved in the climate change. The Pacific Equatorial Age Transect (PEAT) program cored eight sites from the sediment surface to basement, with basalt aged between 53 and 18 Ma, covering the time period fol­ lowing maximum Cenozoic warmth, through initial major glaciations, to today. The PEAT program allows the reconstruction of extreme changes of the calcium carbonate compensation depth (CCD) across major geological boundaries during the last 53 m.y. A very shallow CCD during most of the Paleogene makes it difficult to obtain well-preserved carbonate sediments during these stratigraphic intervals, but we recov­ ered a unique sedimentary biogenic sediment archive for time periods just after the Paleocene/Eocene boundary event, the Eocene cooling, the Eocene–Oligocene transi­ tion, the one cold pole Oligocene, the Oligocene–Miocene transition, and the mid­ dle Miocene cooling. Together with older Deep Sea Drilling Project and Ocean Drilling Program drilling in the equatorial Pacific, we can also delineate the position of the paleoequator and variations in sediment thickness from \~150°W to 110°W lon­ gitude. Expedition 321, the second part of the PEAT program, focused on the time pe­ riod roughly from 25 Ma forward. During Expedition 321 two major Neogene equatorial Pacific sediment sections were recovered at Sites U1337 and U1338.",1,Expedition 321 Preliminary Report
Pacific Equatorial Age Transect (PEAT) program,was designed to,achieve an age transect of eastern Pacific sediments,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect of eastern Pacific sediments deposited within the equatorial region (±2° of the equator) on the Pacific plate. The age of sediments within the equatorial transect span from the early Eocene through the Pliocene, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Pro­ gram (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time intervals of interest (Fig. F2) at locations that provide optimum preservation of calcareous sedi­ ments (Figs. F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-pre­ served equatorial Pacific sediment section that addresses the following primary scientific objectives:",1,Expedition 321 Preliminary Report
sediments,deposited within,equatorial region (±2° of the equator) on the Pacific plate,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect of eastern Pacific sediments deposited within the equatorial region (±2° of the equator) on the Pacific plate. The age of sediments within the equatorial transect span from the early Eocene through the Pliocene, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Pro­ gram (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time intervals of interest (Fig. F2) at locations that provide optimum preservation of calcareous sedi­ ments (Figs. F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-pre­ served equatorial Pacific sediment section that addresses the following primary scientific objectives:",1,Expedition 321 Preliminary Report
age of sediments,spans from,early Eocene through the Pliocene,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect of eastern Pacific sediments deposited within the equatorial region (±2° of the equator) on the Pacific plate. The age of sediments within the equatorial transect span from the early Eocene through the Pliocene, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Pro­ gram (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time intervals of interest (Fig. F2) at locations that provide optimum preservation of calcareous sedi­ ments (Figs. F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-pre­ served equatorial Pacific sediment section that addresses the following primary scientific objectives:",1,Expedition 321 Preliminary Report
Paleocene/Eocene and late Miocene to recent intervals,covered by,previous Ocean Drilling Program (ODP) Legs 138 and 199,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect of eastern Pacific sediments deposited within the equatorial region (±2° of the equator) on the Pacific plate. The age of sediments within the equatorial transect span from the early Eocene through the Pliocene, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Pro­ gram (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time intervals of interest (Fig. F2) at locations that provide optimum preservation of calcareous sedi­ ments (Figs. F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-pre­ served equatorial Pacific sediment section that addresses the following primary scientific objectives:",1,Expedition 321 Preliminary Report
drill sites,target,specific time intervals of interest,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect of eastern Pacific sediments deposited within the equatorial region (±2° of the equator) on the Pacific plate. The age of sediments within the equatorial transect span from the early Eocene through the Pliocene, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Pro­ gram (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time intervals of interest (Fig. F2) at locations that provide optimum preservation of calcareous sedi­ ments (Figs. F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-pre­ served equatorial Pacific sediment section that addresses the following primary scientific objectives:",1,Expedition 321 Preliminary Report
locations,provide,optimum preservation of calcareous sediments,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect of eastern Pacific sediments deposited within the equatorial region (±2° of the equator) on the Pacific plate. The age of sediments within the equatorial transect span from the early Eocene through the Pliocene, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Pro­ gram (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time intervals of interest (Fig. F2) at locations that provide optimum preservation of calcareous sedi­ ments (Figs. F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-pre­ served equatorial Pacific sediment section that addresses the following primary scientific objectives:",1,Expedition 321 Preliminary Report
overall aim,was to,obtain a continuous well-preserved equatorial Pacific sediment section,Scientific objectives,"The Pacific Equatorial Age Transect (PEAT) program (Fig. F1) was designed to achieve an age transect of eastern Pacific sediments deposited within the equatorial region (±2° of the equator) on the Pacific plate. The age of sediments within the equatorial transect span from the early Eocene through the Pliocene, with Paleocene/Eocene and late Miocene to recent intervals being covered by previous Ocean Drilling Pro­ gram (ODP) Legs 138 and 199 (Pisias, Mayer, Janecek, Palmer-Julson, and van Andel, 1995; Lyle, Wilson, Janecek, et al., 2002). Drill sites target specific time intervals of interest (Fig. F2) at locations that provide optimum preservation of calcareous sedi­ ments (Figs. F3, F4, F5, F6, F7). The overall aim was to obtain a continuous well-pre­ served equatorial Pacific sediment section that addresses the following primary scientific objectives:",1,Expedition 321 Preliminary Report
calcium carbonate compensation depth (CCD),changes over,Cenozoic in the paleoequatorial Pacific,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
paleoproductivity,evolution of,equatorial Pacific over the Cenozoic,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
astronomical calibration,validation and extension of,geological timescale for the Cenozoic,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
astronomical calibration,using,orbitally forced variations in sediment composition in the equatorial Pacific,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
"bio-, chemo-, and magnetostratigraphy",provision of,fully integrated and astronomically calibrated at the Equator,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
temperatures,determination of,sea surface and bottom water,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
nutrient profiles,determination of,equatorial Pacific,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
Pacific plate tectonic motion,constraint of,using paleomagnetic methods,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
Cenozoic equatorial region,location in,plate reconstructions,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
tropical sedimentary sections,correlation with,existing seismic stratigraphy,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
equatorial circulation and sedimentation,development of,more complete model,Scientific objectives,1. To detail the nature and changes of the calcium carbonate compensation depth (CCD) over the Cenozoic in the paleoequatorial Pacific;,2,Expedition 321 Preliminary Report
biological evolution,occur during,times of climatic stress,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 321 Preliminary Report
water masses,reorganize as,function of depth and time,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 321 Preliminary Report
Pacific Equatorial Age Transect (PEAT) program,imply,paleodepth transect,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 321 Preliminary Report
north–south transect,caused by,northward offset of the proposed sites by Pacific plate motion,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 321 Preliminary Report
north–south transect,provide,information about north–south hydrographic and biogeochemical gradients,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 321 Preliminary Report
mid-ocean-ridge basalt (MORB) samples,obtained from,fixed location in the absolute mantle reference frame,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 321 Preliminary Report
basalt samples,erupted in,similar formation-water,Additional objectives include:,7. To provide information about rapid biological evolution and turnover rates during times of climatic stress;,2,Expedition 321 Preliminary Report
environments,study,low-temperature alteration processes by seawater circulation,Additional objectives include:,environments to study low-temperature alteration processes by seawater circulation.,,Expedition 321 Preliminary Report
