0,1,2,3,4,5,6
Expedition 391,aims to collect,"igneous rocks to better understand the formation of volcanic edifices, the temporal and geochemical evolution of the Tristan-Gough-Walvis Ridge (TGW) hotspot, and the variation in paleolatitudes at which the volcanic edifices formed",Abstract,"Hotspot tracks (chains of seamounts, ridges, and other volcanic structures) provide important records of plate motions, as well as mantle geodynamics, magma flux, and mantle source compositions. The Tristan-Gough-Walvis Ridge (TGW) hotspot track, extending from the active volcanic islands of Tristan da Cunha and Gough through a province of guyots and then along Walvis Ridge to the Etendeka flood basalt province, forms one of the most prominent and complex global hotspot tracks. The TGW hotspot track displays a tight linear age progression in which ages increase from the islands to the flood basalts (covering \~135 My). Unlike Pacific tracks, which are often simple, nearly linear chains of seamounts, the TGW track is alternately a steep-sided narrow ridge, an oceanic plateau, subparallel linear ridges and chains of seamounts (most are flat-topped guyots). The track displays isotopic zonation over the last \~70 My. The zonation appears near the middle of the track just before it splits into two to three chains of ridge- and guyot-type seamounts. Walvis Ridge, forming the older part of the track, is also overprinted with age-progressive late-stage volcanism, which was emplaced \~30–40 My after the initial eruptions and has a distinct isotopic composition. The plan for Expedition 391 was to drill at six sites, three along Walvis Ridge and three in the seamounts of the Guyot Province, to collect igneous rocks to better understand the formation of volcanic edifices, the temporal and geochemical evolution of the hotspot, and the variation in paleolatitudes at which the volcanic edifices formed.",1,Expedition 391 summary
Expedition 391,proceeded to,drill at four of the proposed sites,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
Expedition 391,delayed,18 days,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
18 days,to address,shipboard Coronavirus (COVID-19) outbreak,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
three sites,located on,Walvis Ridge around Valdivia Bank,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
one site,located on,the lower flank of a guyot in the Center track of the Guyot Province,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
Guyot Province,located between,Tristan subtrack and Gough subtrack,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
Tristan subtrack,extends from,end of Walvis Ridge to the islands of Tristan da Cunha,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
Gough subtrack,extends from,Walvis Ridge to Gough Island,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
Site U1575,located on,low portion of the northeastern Walvis Ridge just north of Valdivia Bank,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
Site U1575,drilled,209.9 m of sediments and 122.4 m of igneous basement,Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
sediments,range in age,from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma),Abstract,"After a delay of 18 days to address a shipboard Coronavirus (COVID-19) outbreak, Expedition 391 proceeded to drill at four of the proposed sites: three sites on Walvis Ridge around Valdivia Bank, an ocean plateau within the ridge, and one site on the lower flank of a guyot in the Center track of the Guyot Province, a ridge located between the Tristan subtrack (which extends from the end of Walvis Ridge to the islands of Tristan da Cunha) and the Gough subtrack (which extends from Walvis Ridge to Gough Island). The first hole was drilled at Site U1575, located on a low portion of the northeastern Walvis Ridge just north of Valdivia Bank. At this location, 209.9 m of sediments and 122.4 m of igneous basement were cored. The sediments ranged in age from Late Pleistocene (\~0.43–1.24 Ma) to Late Cretaceous (Campanian; 72–78 Ma). The igneous basement comprised 10 submarine lava units consisting of pillow, lobate, sheet, and massive lava flows, the thickest of which was \~21 m. Most lavas are tholeiitic, but some alkalic basalts were recovered. A portion of the igneous succession consists of low-Ti basalts, which are unusual because they appear in the Etendeka flood basalts but have not been previously found on Walvis Ridge. Two holes were drilled at Site U1576 on the west flank of Valdivia Bank. The first of these holes was terminated because a bit jammed shortly after entering the igneous basement. Hole U1576A recovered a remarkable \~380 m thick sedimentary section consisting mostly of chalk covering a nearly com-plete  sequence  from  Late  Pleistocene  (\~0.43–1.24  Ma)  to  Late Cretaceous (Campanian; \~79–",1,Expedition 391 summary
