0,1,2,3,4,5,6
global climate,evolved from,being warm with only small Northern Hemisphere glaciers,Abstract,"Over the last 5 m.y., global climate has evolved from being warm with only small Northern Hemisphere glaciers to being cold with major Northern Hemisphere glaciations every 100–40 k.y. The ultimate reasons for this major transition are unknown. In addition, climate cycles on orbital and millennial timescales characterize the variability found in most continuous paleoceanographic records. Although regional environmental cycles and trends reflected in the sediment have been documented in some regions, the mechanisms by which they propagate globally are not understood. Possible mechanisms responsible for both the long-term evolution of global climate as well as the generation of high-frequency climate oscillations involve processes such as intermediate water ventilation and sea ice formation in the North Pacific. However, the paucity of data in critical regions of the Pacific such as the Bering Sea has prevented an evaluation of the role of North Pacific processes in global climate change. Because North Pacific Intermediate Water (NPIW) has the potential to be influenced by dense water forming in the Bering Sea and because changes in sea ice distribution have potential far-field impacts, the Bering Sea may be critically involved in major climate changes. Thus, drilling in the Bering Sea may help answer questions not only about the global extent of climate trends and oscillations but also about the mechanisms that produce them.",1,Expedition 323 summary
global climate,evolved to,being cold with major Northern Hemisphere glaciations every 100–40 k.y.,Abstract,"Over the last 5 m.y., global climate has evolved from being warm with only small Northern Hemisphere glaciers to being cold with major Northern Hemisphere glaciations every 100–40 k.y. The ultimate reasons for this major transition are unknown. In addition, climate cycles on orbital and millennial timescales characterize the variability found in most continuous paleoceanographic records. Although regional environmental cycles and trends reflected in the sediment have been documented in some regions, the mechanisms by which they propagate globally are not understood. Possible mechanisms responsible for both the long-term evolution of global climate as well as the generation of high-frequency climate oscillations involve processes such as intermediate water ventilation and sea ice formation in the North Pacific. However, the paucity of data in critical regions of the Pacific such as the Bering Sea has prevented an evaluation of the role of North Pacific processes in global climate change. Because North Pacific Intermediate Water (NPIW) has the potential to be influenced by dense water forming in the Bering Sea and because changes in sea ice distribution have potential far-field impacts, the Bering Sea may be critically involved in major climate changes. Thus, drilling in the Bering Sea may help answer questions not only about the global extent of climate trends and oscillations but also about the mechanisms that produce them.",1,Expedition 323 summary
climate cycles,characterize,variability found in most continuous paleoceanographic records,Abstract,"Over the last 5 m.y., global climate has evolved from being warm with only small Northern Hemisphere glaciers to being cold with major Northern Hemisphere glaciations every 100–40 k.y. The ultimate reasons for this major transition are unknown. In addition, climate cycles on orbital and millennial timescales characterize the variability found in most continuous paleoceanographic records. Although regional environmental cycles and trends reflected in the sediment have been documented in some regions, the mechanisms by which they propagate globally are not understood. Possible mechanisms responsible for both the long-term evolution of global climate as well as the generation of high-frequency climate oscillations involve processes such as intermediate water ventilation and sea ice formation in the North Pacific. However, the paucity of data in critical regions of the Pacific such as the Bering Sea has prevented an evaluation of the role of North Pacific processes in global climate change. Because North Pacific Intermediate Water (NPIW) has the potential to be influenced by dense water forming in the Bering Sea and because changes in sea ice distribution have potential far-field impacts, the Bering Sea may be critically involved in major climate changes. Thus, drilling in the Bering Sea may help answer questions not only about the global extent of climate trends and oscillations but also about the mechanisms that produce them.",1,Expedition 323 summary
regional environmental cycles and trends,reflected in,sediment,Abstract,"Over the last 5 m.y., global climate has evolved from being warm with only small Northern Hemisphere glaciers to being cold with major Northern Hemisphere glaciations every 100–40 k.y. The ultimate reasons for this major transition are unknown. In addition, climate cycles on orbital and millennial timescales characterize the variability found in most continuous paleoceanographic records. Although regional environmental cycles and trends reflected in the sediment have been documented in some regions, the mechanisms by which they propagate globally are not understood. Possible mechanisms responsible for both the long-term evolution of global climate as well as the generation of high-frequency climate oscillations involve processes such as intermediate water ventilation and sea ice formation in the North Pacific. However, the paucity of data in critical regions of the Pacific such as the Bering Sea has prevented an evaluation of the role of North Pacific processes in global climate change. Because North Pacific Intermediate Water (NPIW) has the potential to be influenced by dense water forming in the Bering Sea and because changes in sea ice distribution have potential far-field impacts, the Bering Sea may be critically involved in major climate changes. Thus, drilling in the Bering Sea may help answer questions not only about the global extent of climate trends and oscillations but also about the mechanisms that produce them.",1,Expedition 323 summary
possible mechanisms,involve,processes such as intermediate water ventilation and sea ice formation in the North Pacific,Abstract,"Over the last 5 m.y., global climate has evolved from being warm with only small Northern Hemisphere glaciers to being cold with major Northern Hemisphere glaciations every 100–40 k.y. The ultimate reasons for this major transition are unknown. In addition, climate cycles on orbital and millennial timescales characterize the variability found in most continuous paleoceanographic records. Although regional environmental cycles and trends reflected in the sediment have been documented in some regions, the mechanisms by which they propagate globally are not understood. Possible mechanisms responsible for both the long-term evolution of global climate as well as the generation of high-frequency climate oscillations involve processes such as intermediate water ventilation and sea ice formation in the North Pacific. However, the paucity of data in critical regions of the Pacific such as the Bering Sea has prevented an evaluation of the role of North Pacific processes in global climate change. Because North Pacific Intermediate Water (NPIW) has the potential to be influenced by dense water forming in the Bering Sea and because changes in sea ice distribution have potential far-field impacts, the Bering Sea may be critically involved in major climate changes. Thus, drilling in the Bering Sea may help answer questions not only about the global extent of climate trends and oscillations but also about the mechanisms that produce them.",1,Expedition 323 summary
North Pacific Intermediate Water (NPIW),has the potential to be influenced by,dense water forming in the Bering Sea,Abstract,"Over the last 5 m.y., global climate has evolved from being warm with only small Northern Hemisphere glaciers to being cold with major Northern Hemisphere glaciations every 100–40 k.y. The ultimate reasons for this major transition are unknown. In addition, climate cycles on orbital and millennial timescales characterize the variability found in most continuous paleoceanographic records. Although regional environmental cycles and trends reflected in the sediment have been documented in some regions, the mechanisms by which they propagate globally are not understood. Possible mechanisms responsible for both the long-term evolution of global climate as well as the generation of high-frequency climate oscillations involve processes such as intermediate water ventilation and sea ice formation in the North Pacific. However, the paucity of data in critical regions of the Pacific such as the Bering Sea has prevented an evaluation of the role of North Pacific processes in global climate change. Because North Pacific Intermediate Water (NPIW) has the potential to be influenced by dense water forming in the Bering Sea and because changes in sea ice distribution have potential far-field impacts, the Bering Sea may be critically involved in major climate changes. Thus, drilling in the Bering Sea may help answer questions not only about the global extent of climate trends and oscillations but also about the mechanisms that produce them.",1,Expedition 323 summary
changes in sea ice distribution in the Bering Sea,have,potential far-field impacts,Abstract,"Over the last 5 m.y., global climate has evolved from being warm with only small Northern Hemisphere glaciers to being cold with major Northern Hemisphere glaciations every 100–40 k.y. The ultimate reasons for this major transition are unknown. In addition, climate cycles on orbital and millennial timescales characterize the variability found in most continuous paleoceanographic records. Although regional environmental cycles and trends reflected in the sediment have been documented in some regions, the mechanisms by which they propagate globally are not understood. Possible mechanisms responsible for both the long-term evolution of global climate as well as the generation of high-frequency climate oscillations involve processes such as intermediate water ventilation and sea ice formation in the North Pacific. However, the paucity of data in critical regions of the Pacific such as the Bering Sea has prevented an evaluation of the role of North Pacific processes in global climate change. Because North Pacific Intermediate Water (NPIW) has the potential to be influenced by dense water forming in the Bering Sea and because changes in sea ice distribution have potential far-field impacts, the Bering Sea may be critically involved in major climate changes. Thus, drilling in the Bering Sea may help answer questions not only about the global extent of climate trends and oscillations but also about the mechanisms that produce them.",1,Expedition 323 summary
drilling in the Bering Sea,may help answer questions about,the global extent of climate trends and oscillations,Abstract,"Over the last 5 m.y., global climate has evolved from being warm with only small Northern Hemisphere glaciers to being cold with major Northern Hemisphere glaciations every 100–40 k.y. The ultimate reasons for this major transition are unknown. In addition, climate cycles on orbital and millennial timescales characterize the variability found in most continuous paleoceanographic records. Although regional environmental cycles and trends reflected in the sediment have been documented in some regions, the mechanisms by which they propagate globally are not understood. Possible mechanisms responsible for both the long-term evolution of global climate as well as the generation of high-frequency climate oscillations involve processes such as intermediate water ventilation and sea ice formation in the North Pacific. However, the paucity of data in critical regions of the Pacific such as the Bering Sea has prevented an evaluation of the role of North Pacific processes in global climate change. Because North Pacific Intermediate Water (NPIW) has the potential to be influenced by dense water forming in the Bering Sea and because changes in sea ice distribution have potential far-field impacts, the Bering Sea may be critically involved in major climate changes. Thus, drilling in the Bering Sea may help answer questions not only about the global extent of climate trends and oscillations but also about the mechanisms that produce them.",1,Expedition 323 summary
Bering Sea,has,important sedimentary records of past climate change,Abstract,"In addition to having important sedimentary records of past climate change, the Bering Sea is a region of relatively high surface productivity, elevated intermediate-water and deepwater nutrient concentrations, and microbially mediated biogeochemical cycling. Thus, Integrated Ocean Drilling Program (IODP) Expedition 323 was also dedicated to examining for the first time subseafloor biomass and microbial processes in high-productivity regions.",1,Expedition 323 summary
Bering Sea,is,a region of relatively high surface productivity,Abstract,"In addition to having important sedimentary records of past climate change, the Bering Sea is a region of relatively high surface productivity, elevated intermediate-water and deepwater nutrient concentrations, and microbially mediated biogeochemical cycling. Thus, Integrated Ocean Drilling Program (IODP) Expedition 323 was also dedicated to examining for the first time subseafloor biomass and microbial processes in high-productivity regions.",1,Expedition 323 summary
IODP Expedition 323,was dedicated to,examining subseafloor biomass and microbial processes in high-productivity regions,Abstract,"In addition to having important sedimentary records of past climate change, the Bering Sea is a region of relatively high surface productivity, elevated intermediate-water and deepwater nutrient concentrations, and microbially mediated biogeochemical cycling. Thus, Integrated Ocean Drilling Program (IODP) Expedition 323 was also dedicated to examining for the first time subseafloor biomass and microbial processes in high-productivity regions.",1,Expedition 323 summary
Expedition 323,study,dynamics of the climate system,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
Expedition 323,examine,response to external forcing,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
Expedition 323,generate,climate oscillations and abrupt changes,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
amplified recent warming,relate to,sea ice albedo feedback,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
geologic records,study,behavior of sea ice–climate interactions,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
global climate,evolve from,warm with only small Northern Hemisphere glaciers,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
global climate,evolve to,cold with major Northern Hemisphere glaciations,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
major Northern Hemisphere glaciations,occur,every 100–40 k.y.,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
regional environmental cycles,documented,in some regions,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
mechanisms,propagate,globally,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
data,prevent,evaluation of the role of North Pacific processes,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
North Pacific Intermediate Water (NPIW),influence,dense water forming in the Bering Sea,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
changes in sea ice distribution,have,far-field impacts,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
Bering Sea,involve,major climate changes,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
drilling in the Bering Sea,help answer,questions about global extent of climate trends and oscillations,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
Bering Sea,have,important sedimentary records of past climate change,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
Integrated Ocean Drilling Program (IODP) Expedition 323,dedicated to,examining subseafloor biomass and microbial processes,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
subseafloor biomass and microbial processes,occur,in high-productivity regions,Abstract,The major objectives of Expedition 323 in the Bering Sea are,2,Expedition 323 summary
Expedition 323,elucidate,detailed evolutionary history of climate and surface-ocean conditions since the earliest Pliocene in the Bering Sea,Abstract,"1. To elucidate a detailed evolutionary history of climate and surface-ocean conditions since the earliest Pliocene in the Bering Sea, where amplified high-resolution changes in climatic signals are recorded;",2,Expedition 323 summary
Expedition 323,shed light on,temporal changes in the origin and intensity of North Pacific Intermediate Water (NPIW) and possibly deeper water mass formation in the Bering Sea,Abstract,"1. To elucidate a detailed evolutionary history of climate and surface-ocean conditions since the earliest Pliocene in the Bering Sea, where amplified high-resolution changes in climatic signals are recorded;",2,Expedition 323 summary
Expedition 323,characterize,"history of continental glaciation, river discharges, and sea ice formation",Abstract,"1. To elucidate a detailed evolutionary history of climate and surface-ocean conditions since the earliest Pliocene in the Bering Sea, where amplified high-resolution changes in climatic signals are recorded;",2,Expedition 323 summary
Expedition 323,investigate,link between the continental and oceanic conditions of the Bering Sea and adjacent land areas,Abstract,"1. To elucidate a detailed evolutionary history of climate and surface-ocean conditions since the earliest Pliocene in the Bering Sea, where amplified high-resolution changes in climatic signals are recorded;",2,Expedition 323 summary
Expedition 323,constrain,global models of subseafloor biomass and microbial respiration,Abstract,"1. To elucidate a detailed evolutionary history of climate and surface-ocean conditions since the earliest Pliocene in the Bering Sea, where amplified high-resolution changes in climatic signals are recorded;",2,Expedition 323 summary
Expedition 323,quantify,subseafloor cell abundance and pore water chemistry,Abstract,"1. To elucidate a detailed evolutionary history of climate and surface-ocean conditions since the earliest Pliocene in the Bering Sea, where amplified high-resolution changes in climatic signals are recorded;",2,Expedition 323 summary
Expedition 323,determine,how subseafloor community composition is influenced by high productivity in the overlying water column,Abstract,"1. To elucidate a detailed evolutionary history of climate and surface-ocean conditions since the earliest Pliocene in the Bering Sea, where amplified high-resolution changes in climatic signals are recorded;",2,Expedition 323 summary
Expedition 323,drilled,5741 m of sediment (97.4% recovery),Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
Expedition 323,covered,seven sites,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
seven sites,located,"Umnak Plateau, Bowers Ridge, Bering Sea shelf region",Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
Umnak Plateau,proximal to,modern Alaskan Stream entry,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
Bowers Ridge,located,open waters of the Bering Sea,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
Bowers Ridge,proximal to,glacial Alaskan Stream entry,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
Bering Sea shelf region,proximal to,modern sea ice extent,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
four deep holes,range in depth,600 to 745 mbsf,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
four deep holes,span,1.9–5 Ma in age,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
site U1342,recovered,basement of older age,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
drill sites,range in water depth,818 to 3174 m,Abstract,"During Expedition 323 in the Bering Sea, 5741 m of sediment (97.4% recovery) was drilled at seven sites covering three different areas: Umnak Plateau, proximal to where the modern Alaskan Stream enters the Bering Sea; Bowers Ridge, in the open waters of the Bering Sea and also proximal to the glacial Alaskan Stream entry; and the Bering Sea shelf region, proximal to the modern sea ice extent. Four deep holes that range in depth from 600 to 745 m below seafloor (mbsf) and generally span 1.9–5 Ma in age were drilled. Some basement of older age was recovered at one site (U1342). The water depths of the drill sites range from 818 to 3174 m in order to characterize past vertical water mass distribution and circulation. The highlights of our findings include the following:",2,Expedition 323 summary
surface water mass distribution,evolved,during the past 5 m.y.,Abstract,"1. An understanding of the long-term evolution of surface water mass distribution during the past 5 m.y., including the southward expansion of seasonal sea ice to Bowers Ridge between 3.0 and 2.5 Ma and the intensification of seasonal sea ice at both Bowers Ridge and the Bering slope at \~1.0 Ma (the mid-Pleistocene Transition);",2,Expedition 323 summary
seasonal sea ice,expanded,southward to Bowers Ridge between 3.0 and 2.5 Ma,Abstract,"1. An understanding of the long-term evolution of surface water mass distribution during the past 5 m.y., including the southward expansion of seasonal sea ice to Bowers Ridge between 3.0 and 2.5 Ma and the intensification of seasonal sea ice at both Bowers Ridge and the Bering slope at \~1.0 Ma (the mid-Pleistocene Transition);",2,Expedition 323 summary
seasonal sea ice,intensified,at both Bowers Ridge and the Bering slope at ~1.0 Ma,Abstract,"1. An understanding of the long-term evolution of surface water mass distribution during the past 5 m.y., including the southward expansion of seasonal sea ice to Bowers Ridge between 3.0 and 2.5 Ma and the intensification of seasonal sea ice at both Bowers Ridge and the Bering slope at \~1.0 Ma (the mid-Pleistocene Transition);",2,Expedition 323 summary
benthic foraminifers,provide evidence for,low-oxygen conditions in the Bering Sea,Abstract,". The characterization of intermediate-water and deepwater masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea in the last 5 m.y.;",2,Expedition 323 summary
siliciclastic deposition,is controlled by,climatological and sea level factors,Abstract,". The characterization of intermediate-water and deepwater masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea in the last 5 m.y.;",2,Expedition 323 summary
Bering Sea environmental conditions,are linked to,global climate change,Abstract,". The characterization of intermediate-water and deepwater masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea in the last 5 m.y.;",2,Expedition 323 summary
lithostratigraphic variations,indicate,"long-term, million year trends",Abstract,". The characterization of intermediate-water and deepwater masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea in the last 5 m.y.;",2,Expedition 323 summary
microbial activity,varies,site-to-site,Abstract,". The characterization of intermediate-water and deepwater masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea in the last 5 m.y.;",2,Expedition 323 summary
microbial activity,occurs as deep as,700 mbsf at the Bering slope sites,Abstract,". The characterization of intermediate-water and deepwater masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea in the last 5 m.y.;",2,Expedition 323 summary
microbially mediated sulfate reduction,is,low at Bowers Ridge,Abstract,". The characterization of intermediate-water and deepwater masses, including evidence from benthic foraminifers and sediment laminations, for episodes of low-oxygen conditions in the Bering Sea in the last 5 m.y.;",2,Expedition 323 summary
